"page_key","level2","file_path","url_path","title","description","why_interesting","rank","use_count"
"Media_Broadcast_TV_Networks","Media","Media/broadcast-tv-networks.mdx","/Media/broadcast-tv-networks","Broadcast TV Networks","Reviews CNN, NBC, ABC, CBS, and PBS coverage from breaking news through the 2026 courtroom rulings.","Networks are credited with hour-one logistics but criticized for dropping scene-integrity stories entirely once the suspect narrative locked in, staying shallow on sealed discovery and flight data.","18","5"
"Media_Sept_10_Breaking_News","Media","Media/september-10-breaking-news.mdx","/Media/september-10-breaking-news","September 10 Breaking News","Documents the first 48 hours of coverage and the narrative template it fixed in the public mind.","The first 48 hours locked in ""rooftop shooter"" before any forensics existed, and most audiences never revised it; early timeline maps also reportedly misattributed TMZ footage.","19","4"
"Media_Media_Response","Media","Media/Media_Response.mdx","/Media/Media_Response","Media Response","Summarizes the overall press reaction to the assassination and the records journalists have not obtained.","Coordinated official messaging, FBI requests that eyewitnesses delete video, and who ordered social-media takedowns of evidence all remain unreleased records, per the page.","20","4"
"Media_Guardian_Kirk_Beliefs","Media","Media/Guardian-Kirk-Beliefs.mdx","/Media/Guardian-Kirk-Beliefs","Guardian Coverage of Kirk's Beliefs","Examines The Guardian's character-and-ideology reporting on Kirk published while the suspect search was still active.","While the shooter was still unidentified, coverage pivoted to archived Charlie Kirk Show quotes on race and affirmative action rather than to ballistics or sealed discovery.","21","4"
"Media_Medal_Of_Freedom","Media","Media/Presidential-Medal-of-Freedom.mdx","/Media/Presidential-Medal-of-Freedom","Presidential Medal of Freedom","Covers the posthumous Medal of Freedom award and how the ceremony coverage ran alongside the sealed criminal case.","The nation's highest civilian honor was conferred publicly while the full autopsy report stayed withheld, the case warrants stayed sealed, and FBI 302s were unreleased.","22","4"
"Media_Trump_Votes_Speech","Media","Media/Trump-Votes-Speech.mdx","/Media/Trump-Votes-Speech","Trump Votes Speech","Covers Trump's remarks crediting Kirk with youth-voter gains and how media framed the political tribute.","Harvard IOP's John Della Volpe credited Kirk with persuading GOP leaders to invest in young voters, and Trump had publicly credited him back in May 2025.","23","4"
"Media_National_Day_Remembrance","Media","Media/National-Day-Remembrance.mdx","/Media/National-Day-Remembrance","National Day of Remembrance","Documents the national remembrance designation and the martyrdom framing media adopted.","Official framing canonized Kirk as a ""Christian martyr"" and ""titan"" in state memorial language while gag orders and sealed discovery kept the criminal case out of view.","24","4"
"Media_Investigation_Index","Media","Media/investigation-index.mdx","/Media/investigation-index","Media Investigation Index","A structured index of the Media section's threads, from breaking news through the 2026 court press phase.","It names the open record gaps outright: witness delete-video allegations, gag-order dockets, and unreleased FBI Form 302 interview reports.","25","4"
"Media_Section_Overview","Media","Media/overview.mdx","/Media/overview","Media Overview","Entry point to the Media section, mapping every page on press coverage, censorship claims, and the court-phase reporting.","The overview foregrounds the inconclusive ATF report and the June 2026 contempt over prosecutor comments to TMZ, Fox, and USA Today as the section's core anomalies.","26","4"
"Medical_Doctors_Question_ME","Medical","Medical/doctors_question_me_report.mdx","/Medical/doctors_question_me_report","Doctors Question the Medical Examiner's Report","Two self-identified physicians publicly argue the ME injury list cannot fit a single rifle round from the Losee rooftop.","A self-described surgeon wrote the rooftop trajectory is ""NOT POSSIBLE"" because C2-C7 was obliterated on the left, requiring an upward path — consistent, she said, with a shaped charge at the left waist.","1","4"
"Medical_Trajectory_C2_C7","Medical","Medical/state_brief_trajectory_contradiction.mdx","/Medical/state_brief_trajectory_contradiction","The State's Brief: Downward Trajectory vs C2-C7 Damage","Two pages of the State's probable-cause brief state a downward bullet path while quoting obliteration of C2 through C7.","The prosecution's own filing reportedly says the round travelled downward yet destroyed the left side of the spine all the way up to C2 — critics say those two statements point in opposite directions.","2","4"
"Medical_Shape_Charge_Bullet","Medical","Medical/shape_charge_vs_bullet.mdx","/Medical/shape_charge_vs_bullet","Shape Charge vs Bullet: from Medical Examiner results","Scores the quoted ME injury pattern against a .30-06 rifle round versus a shaped charge detonating at chest level.","The ME report quoted in court lists hemopericardium, bilateral hemothorax, both lung apices bleeding and brain subarachnoid hemorrhage — chest and skull damage far beyond one neck wound.","3","4"
"Medical_Charlies_Injuries","Medical","Medical/charlies_injuries.mdx","/Medical/charlies_injuries","Charlie's Injuries","A July 2026 court filing quotes ME findings listing injuries far beyond the single neck wound the public was told about.","Blood around the heart, blood in both chest cavities, bleeding around the brain and multiple thyroid, cricoid and tracheal cartilage disruptions — none of it in the ""neck of steel"" public account.","4","5"
"Medical_ER_Cleared_Before","Medical","Medical/timpanogos_er_cleared_before_shooting.mdx","/Medical/timpanogos_er_cleared_before_shooting","Timpanogos ER Reportedly Cleared Before the Shooting (Claims)","Anonymous account relayed by Candace Owens that the receiving hospital's ER was emptied hours before Charlie Kirk was shot.","According to the tip Owens relayed, Timpanogos ER patients were moved to another wing in the 10 AM hour and shuttled out by 11:30 AM — over two hours before the 12:24 PM shot.","5","4"
"Medical_Missing_Spinal_Cord","Medical","Medical/missing_spinal_cord_question.mdx","/Medical/missing_spinal_cord_question","The Missing Spinal Cord: When Was It Removed?","A citizen post asks when the cervical spinal cord the ME calls ""traumatically absent"" actually went missing.","The poster notes Charlie kept hold of the microphone after the bang — impossible, they argue, if C2-C7 cord was already destroyed — and pairs it with a witness affidavit describing a ""dime size"" neck wound.","6","4"
"Medical_Surgeon_Warned","Medical","Medical/surgeon_warned_before_surgery.mdx","/Medical/surgeon_warned_before_surgery","Surgeon Warned Before Surgery (Claim)","Secondhand livestream claim that a Timpanogos surgeon was phoned and warned not to come in on September 10, 2025.","A neighbor reportedly relayed that a surgeon scheduled to operate that day was told ""if you come into the hospital today to do this surgery, you're not leaving for a long time.""","7","4"
"Medical_CK_File_Wrong_Hospital","Medical","Medical/charlie_kirk_medical_records_before_shooting.mdx","/Medical/charlie_kirk_medical_records_before_shooting","Charlie Kirk's ER File Sent to the Wrong Hospital (Claims)","X claim that a Kirk ER chart reached Utah Valley Hospital — where he was never treated — before he was shot.","The claim stacks two oddities: a chart at a hospital he never entered, and one reportedly existing before the 12:24 PM shot; the page separates them and notes only the timing would matter.","8","5"
"Medical_Israel_IP_Searches","Medical","Medical/israel_google_searches_medical_people.mdx","/Medical/israel_google_searches_medical_people","Israel Google Searches for Medical People","Citizen claim that the medical examiner, hospital and seven surgeons were searched from Israeli IP addresses before the shooting.","Seven named Timpanogos surgeons were reportedly searched July 14-30, 2025, with the hospital CEO searched August 27 — weeks before Kirk was taken to that exact hospital.","9","4"
"Medical_Trial_Autopsy_Report","Medical","Medical/trial_and_autopsy_report.mdx","/Medical/trial_and_autopsy_report","Trial and Autopsy Report","How the fragments recovered at autopsy intersect the Robinson capital case, the ATF result, and the disputed FBI re-testing.","The ATF lab found the recovered jacket fragment could neither be identified nor excluded as fired from the seized Mauser, and the FBI reportedly refused to let a defense expert watch or film its destructive re-exam.","10","4"
"Medical_ME_Name_Guajardo","Medical","Medical/charlie_kirk_medical_examiner_name.mdx","/Medical/charlie_kirk_medical_examiner_name","Charlie Kirk Medical Examiner Name","Who is actually named as the pathologist, the office chief, and the media commentator behind the Utah autopsy.","The only pathologist named under oath is ""Dr. Guajardo"" — spelled out by an agent from notes, never called to testify, and reportedly gone to New York by March 2026.","11","4"
"Medical_ME_Report_Exhibit11","Medical","Medical/charlie_kirk_medical_examiner_report.mdx","/Medical/charlie_kirk_medical_examiner_report","Charlie Kirk Medical Examiner Report","The single nine-page document admitted as State's Exhibit 11 and the fight over admitting it without the pathologist.","The court admitted the ME report as reliable hearsay but ordered it not published — so it is in evidence and still unreadable by the public; the defense called it an expert report with no expert present.","12","4"
"Medical_Autopsy_Report_Sealed","Medical","Medical/charlie_kirk_autopsy_report.mdx","/Medical/charlie_kirk_autopsy_report","Charlie Kirk Autopsy Report","Everything court testimony and filings say about the sealed autopsy report — timing, findings, fragments, and why it stays hidden.","The autopsy was reportedly done late on the night of the killing into September 11, produced one jacket and four lead fragments, and its nine pages remain unreleased.","13","5"
"Medical_Patients_Moved_Hospital","Medical","Medical/patients_moved_to_another_hospital.mdx","/Medical/patients_moved_to_another_hospital","Patients Moved to Another Hospital (Claims)","Claim that Timpanogos shipped its ER patients to Intermountain's Utah Valley Hospital about an hour before the shooting.","If accurate, the farther Level IV hospital emptied its emergency room at roughly 11:30 AM and then received the shooting victim about 12:50 PM.","14","4"
"Medical_Patients_Moved_Wing","Medical","Medical/patients_moved_to_another_wing.mdx","/Medical/patients_moved_to_another_wing","Patients Moved to Another Wing (Claims)","The first alleged step: ER patients directed into a different wing of Timpanogos in the 10 AM hour.","The relocation is placed more than two hours before any hospital could have been reacting to a shooting that had not yet happened.","15","4"
"Medical_Patient_Records_Moved","Medical","Medical/patient_medical_records_transferred.mdx","/Medical/patient_medical_records_transferred","Patient Medical Records Transferred (Claims)","Claim that ER patients' charts left Timpanogos with them the morning of the shooting.","Owens argued that with charts moved and cameras later seized, outsiders would struggle to prove those patients had ever been in the Timpanogos ER that morning.","16","4"
"Medical_Buses_Move_Patients","Medical","Medical/buses_to_move_patients.mdx","/Medical/buses_to_move_patients","Buses to Move Patients (Claims)","Focuses on the shuttle vehicles said to have carried Timpanogos ER patients away before the shooting.","A bus transfer leaves booking records, a driver, and a receiving dock — yet no vendor, photo, or driver for the alleged 11:30 AM shuttle run has ever surfaced.","17","5"
"Medical_Cameras_FBI_Seizure","Medical","Medical/hospital_security_cameras_removed.mdx","/Medical/hospital_security_cameras_removed","Hospital Security Cameras Removed","Asks where Timpanogos surveillance footage from September 10, 2025 is, and documents the FBI seizure claim.","Commentators allege the FBI took all interior and exterior hospital footage; separately an SD card was reportedly pulled from the camera behind Kirk's head within about five minutes of the shot.","18","5"
"Medical_Hospital_Choice","Medical","Medical/Hospital/hospital_choice_transport.mdx","/Medical/Hospital/hospital_choice_transport","Hospital Choice & Transport","Why a gunshot victim went to a farther Level IV hospital instead of the nearer Level II trauma center.","A reported bomb scare at the closer Intermountain hospital at roughly the moment of the shooting is offered as the reason the SUV drove past it to Level IV Timpanogos.","19","4"
"Medical_EMS_Blocked","Medical","Medical/Hospital/hospital_scene_ems.mdx","/Medical/Hospital/hospital_scene_ems","Hospital Scene & EMS Response","Claims that EMS were turned away at UVU, that hospital staff signed NDAs, and that the ER was already cleared.","Full-geared EMS medics reportedly pleaded ""Let us in"" and were turned back by security while untrained guards handled Kirk — and staff were allegedly made to sign NDAs afterward.","20","4"
"Medical_Events_At_Hospital","Medical","Medical/events_at_hospital.mdx","/Medical/events_at_hospital","Events at Hospital","Reported scene inside and outside Timpanogos after Kirk arrived — the OR, pronouncement, and a second SUV.","One account claims the FBI kept the treating surgeon away from the body for about two hours, and that a second SUV drove to physician parking to pick up an unidentified person.","21","4"
"Medical_Military_Staff","Medical","Medical/military_backgrounds_hospital_staff.mdx","/Medical/military_backgrounds_hospital_staff","Military Backgrounds Among Hospital Staff (Claim)","A self-described former employee describes the treating surgeon and the military service history common among ED staff.","She says the surgeon who worked on Kirk was a pediatric surgeon with a military residency, and that the higher-level trauma alternative was only about a mile farther away.","22","4"
"Medical_Ballistics_Wound","Medical","Medical/ballistics_and_wound_analysis.mdx","/Medical/ballistics_and_wound_analysis","Ballistics and Wound Analysis","Sets the official .30-06 rooftop account against wound morphology, the ATF result, and alternative mechanisms.","A rooftop shot would descend 5-9 degrees and strike face or jaw first, yet entry was reported between larynx and trachea, nearly straight on — and no blood reached the white tarp behind him.","23","5"
"Medical_Wound_Theories","Medical","Medical/Autopsy/wound_analysis_theories.mdx","/Medical/Autopsy/wound_analysis_theories","Wound Analysis & Competing Theories","The competing forensic readings of the wound, including the concealed-charge microphone thesis.","Analysts describe a rectangular wound and a black rectangular object falling out of the neck before the heaviest bleeding began — a sequence they argue no bullet produces.","24","4"
"Medical_Lapel_Mic_Audio","Medical","Medical/lapel_mic_and_audio_theories.mdx","/Medical/lapel_mic_and_audio_theories","Lapel Mic and Audio Theories","Medical-mechanism case for an explosive lavalier pack, with the audio timing evidence that accompanies it.","Audio analysis places a loud stage-level event at +321 ms about 46 m away at the tent, separate from a +202 ms report at about 120 m — two distinct events, not one shot.","25","4"
"Medical_Witness_Conflicts","Medical","Medical/Witness_Account_Conflicts.mdx","/Medical/Witness_Account_Conflicts","Witness Account Conflicts — Chest vs Neck","Catalogs on-camera witnesses who first described a chest or heart hit and later said neck.","A 20-year police veteran told cameras the wound pattern ""would have been shot from below"" — the opposite of a rooftop shot fired downward from the east.","26","4"
"Medical_Bullet_No_Exit","Medical","Medical/hospital_people_and_bullet_claims.mdx","/Medical/hospital_people_and_bullet_claims","Hospital People and Bullet Claims","Traces the ""bullet did not exit"" and ""absolute miracle"" quotes back to their second-hand relays.","No named doctor has ever gone on record saying the bullet did not exit — the quote, and the ""bones of steel"" version, reach the public only through TPUSA-affiliated relays.","27","5"
"Medical_Death_Certificate","Medical","Medical/Autopsy/death_certificate.mdx","/Medical/Autopsy/death_certificate","Death Certificate Questions","Who signed the death certificate, under what authority, and why Utah keeps it sealed.","Commentary claims a hospital physician rather than the medical examiner certified the death, and that Utah keeps certified death certificates restricted for roughly 50 years.","28","4"
"Medical_ME_Surgeons","Medical","Medical/Autopsy/medical_examiner_surgeons.mdx","/Medical/Autopsy/medical_examiner_surgeons","Medical Examiner & Surgeons","Staffing changes at the ME office and hospital, plus the reported pre-event searches of seven surgeons.","Utah's new chief medical examiner started July 1, 2025 — reportedly two weeks before the Israeli-IP search wave that swept her name and seven hospital surgeons.","29","4"
"Medical_Staff_Changes","Medical","Medical/medical_staff_changes.mdx","/Medical/medical_staff_changes","Medical Staff Changes","New appointments in key medical posts before September 10, 2025, and reported departures afterward.","Both people most tied to the autopsy record reportedly left: the pathologist named under oath moved to New York in March 2026, and the chief ME reportedly resigned by July 2026.","30","4"
"Medical_Medical_Examiner","Medical","Medical/medical_examiner.mdx","/Medical/medical_examiner","Medical Examiner","Utah's statewide ME office, the chief examiner in post, and the unverified ""signed off"" allegation.","A secondhand X claim alleges a young woman the examiner ""had never met before"" signed off on the autopsy report while it was still an editable draft.","31","4"
"Medical_Utah_Autopsy_Law","Medical","Medical/utah_autopsy_law_changes.mdx","/Medical/utah_autopsy_law_changes","Utah Autopsy Law Changes","Utah's SB0082 autopsy-photo law, its timeline, and the effective-date question investigators raise.","Sharing autopsy photos or video became a brand-new Utah crime on May 7, 2025 — four months before the killing; a common January 2026 start date would have left the images shareable.","32","4"
"Medical_Timpanogos_Facility","Medical","Medical/Timpanogos_Facility.mdx","/Medical/Timpanogos_Facility","Timpanogos Regional Hospital","Profile of the receiving hospital — ownership, trauma level, leadership timing, and the cleared-ER claims.","The for-profit HCA facility Kirk was driven to is only a Level IV trauma center, while the Level II Intermountain hospital nearby was passed over.","33","4"
"Medical_Hospital_Leader","Medical","Medical/hospital_leader.mdx","/Medical/hospital_leader","Hospital Leader","The hospital's newly appointed CEO, the false ""he treated Charlie"" claim, and the reported search timing.","The CEO started August 25, 2025, sixteen days before the shooting, and citizen notes report his name searched from an Israeli IP on August 27.","34","4"
"Medical_Construction_Paving","Medical","Medical/construction_and_site_changes.mdx","/Medical/construction_and_site_changes","Construction and Site Changes","Paving of the tent site days after the shooting and its effect on ballistic and blast trace evidence.","A contractor says he laid pavers on Sunday 9/14 after being told ""the governor and the FBI said they want this done by Monday"" — and that a prior crew had already removed about ten inches of soil.","35","4"
"Medical_Charlie_Trip_Hospital","Medical","Medical/charlie_trip_to_hospital.mdx","/Medical/charlie_trip_to_hospital","Charlie Trip to Hospital","The SUV transport from UVU, the timeline, conflicting distances, and the bomb-scare detour claim.","The Jerusalem Post reportedly published his death while, by the reconstructed timeline, he would still have been in transit or in the operating room.","36","5"
"Medical_Death_Timeline","Medical","Medical/Death_Timeline.mdx","/Medical/Death_Timeline","Death Timeline — Shot to Pronouncement","Minute-by-minute reconstruction from the ~12:23 PM shot through SUV departure, ER intake and pronouncement.","At 1:06 after the shot a bystander filming from a rock pile is already heard saying ""He's dead"" — before the SUV had finished leaving campus.","37","4"
"Medical_911_Call_Never_Came","Medical","Medical/timpanogos_911_call.mdx","/Medical/timpanogos_911_call","The 911 Call That Reportedly Never Came (Claims)","Anonymous hospital claim that no emergency pre-alert ever reached Timpanogos for Charlie Kirk.","A hospital contact told Owens no 911 call ever came through — the page notes a private-SUV self-transport would explain it, since no ambulance was ever dispatched.","38","5"
"Medical_Doctors","Medical","Medical/doctors.mdx","/Medical/doctors","Doctors","Who treated Charlie Kirk, who did not, and the surgeons reportedly searched before the shooting.","Nearly a year on, the physician who actually worked on Charlie Kirk has still never been publicly named.","39","4"
"Medical_Doctor_DC_Call","Medical","Medical/doctor_dc_phone_call.mdx","/Medical/doctor_dc_phone_call","Doctor DC Phone Call","Unverified claims tying a surgeon's phone call and a Washington DC search thread to the hospital scene.","Notes claim the treating surgeon stepped out to make a call and FBI agents would not let him back into the room until they were told to stand down.","40","4"
"Messages_UVU_GRAMA_Redacted_Email","Messages","Messages/uvu-message-to-charlie-sept-9.mdx","/Messages/uvu-message-to-charlie-sept-9","UVU: ""He Wants Us To Get A Message To Charlie Kirk""","A GRAMA-released UVU police email from Sept 9, 2025 asking that a message reach Charlie Kirk, with every identifying detail redacted.","A government record timestamped 2:23 PM Sept 9 reads ""He wants us to get a message to Charlie Kirk"" — name and number redacted; at 10:35 PM two unidentified men reportedly came in about ""a plan.""","1","4"
"Messages_Sept_9_Kill_Me","Messages","Messages/sept-9-they-are-going-to-kill-me.mdx","/Messages/sept-9-they-are-going-to-kill-me","September 9 — ""They Are Going To Kill Me""","The claim that Charlie Kirk warned at least three people the day before his death that he was about to be killed.","Five named people — Kolvet, Turek, Flood, Harrison Smith, Owens — reportedly describe the same day-before warning, yet no screenshot has ever been published and no device forensics request is publicly known.","2","4"
"Messages_Sept_8_Donor_Chat","Messages","Messages/sept-8-donor-group-chat.mdx","/Messages/sept-8-donor-group-chat","The September 8 Donor Group Chat","The nine-person WhatsApp chat of September 8, 2025 about lost donors, Tucker Carlson, and leaving the pro-Israel cause.","TPUSA's own spokesman reportedly confirmed as genuine texts in which Kirk wrote he had ""just lost another huge Jewish donor. $2 million a year because we won't cancel Tucker"" — two days before he died.","3","4"
"Messages_Dan_Flood_Warning","Messages","Messages/message-to-dan-flood.mdx","/Messages/message-to-dan-flood","The Message to Dan Flood","The reported warning to TPUSA's head of security that Kirk expected to be executed the following day.","Kirk reportedly told his own head of security he thought he would be ""executed tomorrow"" — yet UVU fielded six officers for a 3,000-person crowd, no on-site ambulance, and an unactivated Public Order Unit.","4","4"
"Messages_Owens_Threat_Claims","Messages","Messages/candace-owens-threat-claims.mdx","/Messages/candace-owens-threat-claims","Candace Owens' Threat Claims","Owens' uncorroborated public allegations of a foreign-directed plot against her life and foreign involvement in Kirk's death.","Owens says an anonymous senior French official told her a paid unit targeted her and that Kirk's assassin trained with a French legion brigade — claims she published, she said, ""in the event that something happens"" to her.","5","4"
"Messages_Signal_Not_iMessage","Messages","Messages/signal-telegram-not-imessage.mdx","/Messages/signal-telegram-not-imessage","Signal and Telegram, Not iMessage","Why the messaging channel decides whether the disputed warnings can ever be recovered or verified.","Investigation notes say the warnings went over Signal and Telegram, which vanish on timers with no server copy and no vendor to subpoena — meaning the primary evidence may already have destroyed itself.","6","4"
"Messages_Erika_Kirk_Denial","Messages","Messages/erika-kirk-denial.mdx","/Messages/erika-kirk-denial","Erika Kirk's Denial","The widow's on-air statement that the day-before warning messages never happened, set against five contrary named accounts.","On Glenn Beck, Erika Kirk reportedly said of the kill-me messages ""I have his cell phone. It never happened"" — while five named figures publicly describe receiving or seeing exactly such warnings.","7","4"
"Messages_Seth_Dillon_Cost","Messages","Messages/seth-dillon-text-exchange.mdx","/Messages/seth-dillon-text-exchange","Seth Dillon's Text — ""A Cost""","A July 2026 screenshot attributed to Seth Dillon, and the much stronger backstage claim built on top of it.","Carrie Prejean Boller reportedly says Dillon told her Charlie said that calling for Bibi to be replaced would mean ""TPUSA would be done"" — a claim absent from the screenshot she published.","8","4"
"Messages_Cardoza_Moore_Rebuke","Messages","Messages/laurie-cardoza-moore-message.mdx","/Messages/laurie-cardoza-moore-message","Laurie Cardoza-Moore's Message to Charlie Kirk","A circulated screenshot of a long religious rebuke reportedly sent to Kirk days before September 10, 2025.","A reportedly inbound message warns Kirk that God ""is going to lift His hand from you"" for platforming Owens and Carlson — the same two names in the authenticated donor chat about the lost $2 million donor.","9","5"
"Messages_Frank_Turek_Email","Messages","Messages/frank-turek-messages.mdx","/Messages/frank-turek-messages","Frank Turek's Text and Email","Turek's first-person account of a text and an earlier email in which Kirk said he knew people wanted him dead.","Turek says Kirk texted him ""I know they want me dead. I'm under the gun right now"" and emailed the same weeks earlier — an email with headers would be the single most obtainable piece of evidence, and it remains unpublished.","10","4"
"Messages_Go_Against_Israel","Messages","Messages/if-i-go-against-israel.mdx","/Messages/if-i-go-against-israel","""If I Go Against Israel, I Think They Will Kill Me""","The most-shared quote in the case, its four recorded variants, and its missing chain of custody.","The most viral sentence of the case exists in at least four different wordings, is dated both August 13 and August 16, and traces only to an unnamed friend Kirk reportedly told to post it online.","11","4"
"Messages_Kolvet_They_Will_Kill","Messages","Messages/message-to-andrew-kolvet.mdx","/Messages/message-to-andrew-kolvet","The Message to Andrew Kolvet","The reported ""They will kill me"" message to TPUSA's spokesman, and what he has and has not confirmed.","The same TPUSA spokesman who authenticated Kirk's donor texts on the record is also a reported recipient of ""They will kill me"" — and has never confirmed that second message in his own words.","12","4"
"Messages_Harrison_Smith_Origin","Messages","Messages/harrison-smith-account.mdx","/Messages/harrison-smith-account","Harrison Smith's Account","The Infowars host's on-the-record report that Kirk feared being taken out over Israel, and its role as an origin point.","Smith's August 14, 2025 report appears to be the single origin of many quotes later cited as independent corroboration — meaning the apparent weight of ""many sources"" may largely be amplification.","13","4"
"Messages_Wiped_Out_Premonition","Messages","Messages/wiped-out-premonition.mdx","/Messages/wiped-out-premonition","""Wiped Out At Any Time"" — The Long-Running Premonition","A message attributed to Kirk describing a decade-long sense he might be killed, predating the 2025 dispute.","Kirk reportedly wrote that since TPUSA's founding he ""knew in my gut that I might get wiped out at any time... I dream about it all the time"" — a premonition dating back roughly a decade.","14","4"
"Messages_Threats_To_Commentators","Messages","Messages/threats-to-commentators.mdx","/Messages/threats-to-commentators","Threats to Other Commentators After the Assassination","Megyn Kelly, Tucker Carlson, Candace Owens, and Ian Carroll each publicly describing threats after September 10, 2025.","Kelly reportedly says she and Carlson are under serious threat over Israel commentary, and notes record commentary that Josh Hammer had called for Carlson to be ""neutralized"" before the assassination.","15","4"
"Messages_Huckabee_Disappear","Messages","Messages/huckabee-disappear-remark.mdx","/Messages/huckabee-disappear-remark","The ""Make You Disappear"" Remark","A 2024 on-camera Huckabee question to Candace Owens that resurfaced with contested threat framing after the assassination.","In 2024 Mike Huckabee, later U.S. Ambassador to Israel, asked Owens on camera whether opponents would ""make you disappear"" — a clip recirculated as ominous, though the page argues the plain reading is deplatforming.","16","4"
"Messages_Section_Overview","Messages","Messages/overview.mdx","/Messages/overview","Messages & Threats","Index and evidentiary grading of every reported message Charlie Kirk sent or received before September 10, 2025.","The section grades its own evidence: donor texts confirmed by TPUSA's spokesman at one pole, the day-before kill-me language with zero published screenshots at the other, and unsourced viral quotes in between.","17","4"
"Mic_Video_Frame_Analysis","Mic","Mic/mic-explosion-video-analysis.mdx","/Mic/mic-explosion-video-analysis","Mic Explosion — Video Frame Analysis","Frame-by-frame analysis of two high-quality angles arguing an explosive event at the mic, not a rifle round.","Analyst Jon Bray reportedly finds spherical outward shirt expansion BEFORE any wound appears, a black rectangular object matching the RODE magnetic clasp ejected from the neck, and zero supersonic shockwave signatures.","1","4"
"Mic_Canon_XA55_Audio","Mic","Mic/Canon_XA55_Audio.mdx","/Mic/Canon_XA55_Audio","Canon XA55 Audio — Three Booms and Stage Detonation","Broadcast-camera four-channel audio said to separate a distant muzzle blast from a louder, later detonation at the stage.","Analysts report three separated peaks: a muzzle blast placing a rifle ~120m away, then a STRONGER low-frequency detonation ~46m at the tent about 185ms later — two events, two locations, zero channel correlation.","2","4"
"Mic_Navy_SEAL_Testimony","Mic","Mic/rob-oneill-navy-seal-testimony.mdx","/Mic/rob-oneill-navy-seal-testimony","Osama bin Laden Killer — Navy SEAL Testimony","Rob O'Neill and Brig. Gen. Blaine Holt reviewed the footage on NEWSMAX and said an explosion, not a rifle hit.","Rob O'Neill, the SEAL who shot bin Laden, said on air ""I've never seen a shirt move like that. That looks like an explosion to me""; Brig. Gen. Holt answered ""something exploded on him.""","3","4"
"Mic_DoD_Contract","Mic","Mic/DoD_Contract.mdx","/Mic/DoD_Contract","The DoD Contract — Miniaturized-XS Anti-Personnel Charges","A federal contract to a Tennessee explosives maker for miniature anti-personnel demolition charges, flagged for procurement anomalies.","A paralegal who says she does DoD procurements pulled a USASpending.gov award to Accurate Energetic Systems for ""MINIATURIZED-XS DEMOLITION CHARGES, ANTI-PERSONNEL-XS"" — $440,494, signed April 2025, delivery due August 25, 2025.","4","5"
"Mic_Heber_Nashville_Flight","Mic","Mic/aes-heber-nashville-flight.mdx","/Mic/aes-heber-nashville-flight","AES — The Heber City to Nashville Flight (Aug 25, 2025)","Public flight data showing a private Utah-to-Nashville flight on the exact AES contract delivery date, framed as an open courier question.","A one-way private flight from Heber City, Utah — the closest general-aviation field to UVU — to Nashville, nearest airport to the AES plant, reportedly on August 25, 2025: the exact contract delivery deadline.","5","4"
"Mic_AES_Factory_Explosion","Mic","Mic/aes-explosion-factory.mdx","/Mic/aes-explosion-factory","AES — Accurate Energetic Systems Factory Explosion","The Tennessee explosives plant tied to the contract was destroyed one month after the assassination.","On October 10, 2025 — a month after UVU — AES Building 602, reportedly holding ~24,000 lbs of explosives including PETN (the Hezbollah pager explosive), was obliterated; researchers say FOIA requests for overflight logs were denied.","6","5"
"Mic_Residue_Coverup_Overview","Mic","Mic/Explosive_Residue_Coverup/overview.mdx","/Mic/Explosive_Residue_Coverup/overview","Removing Explosive Residue Cover-Up","Hub cataloguing every surface and item that could have held explosive residue and was reportedly seized, cleaned, or destroyed.","Six separate items — the security team's clothing, the SUV, the necklace, ten inches of soil, the courtyard ground, a ceiling — were all reportedly removed, sealed, or resurfaced before any independent residue test was ever run.","7","4"
"Mic_Seized_Clothing","Mic","Mic/Explosive_Residue_Coverup/fbi-seized-security-team-clothing.mdx","/Mic/Explosive_Residue_Coverup/fbi-seized-security-team-clothing","FBI Seized Clothing From Charlie's Security Team","Candace Owens' secondhand account that federal agents took the security detail's clothing after the shooting.","Owens says she was told the FBI stripped certain members of Kirk's security detail ""down to their boxer briefs"" — the exact fabric that, per the residue page, would have trapped recoverable explosive traces.","8","4"
"Mic_Dirt_Hauled_Away","Mic","Mic/Explosive_Residue_Coverup/dirt-hauled-immediately.mdx","/Mic/Explosive_Residue_Coverup/dirt-hauled-immediately","10 Inches of Dirt Hauled Away Immediately","Attributed claims that roughly ten inches of soil was stripped from under the UVU tent almost immediately.","Reportedly a crew removed about ten inches of soil from directly under the tent where Kirk was killed — before the weekend landscaping crew even arrived — the single surface most likely to hold PETN blowback.","9","5"
"Mic_Dirt_Replaced_Cement","Mic","Mic/Explosive_Residue_Coverup/dirt-replaced-with-cement.mdx","/Mic/Explosive_Residue_Coverup/dirt-replaced-with-cement","Landscaping Crew Replaced Dirt With Cement / Pavers","A rushed hardscape crew paved over the courtyard spot where Charlie Kirk was killed.","The exact ground where Kirk fell was sealed under pavers within days — Rob O'Neill independently noted on NEWSMAX ""I've been told they paved it over a couple days later.""","10","5"
