page_key,parent_key,level,level2_parent,level2_section,page_type,url_path,file_path,title,sidebar_label,directory,extension,has_frontmatter,line_count,description
Vid_Brief_Handheld_Video_Capturing_jcLZwDJ,Vid_Raw_Angle_0ddd,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_0ddd/Vid_Brief_Handheld_Video_Capturing_jcLZwDJ,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_0ddd/Vid_Brief_Handheld_Video_Capturing_jcLZwDJ.mdx,"Handheld Capture, Shot to Parking Structure",Handheld — To the Parking Structure,Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_0ddd,mdx,yes,138,The second archive copy of a 37-second handheld capture at UVU. Its stored visual description wrongly calls the footage a drill; this page corrects that and sets out what is and is not established.
Vid_Short_Video_Clip_Captures_hpWNUXp,Vid_Raw_Angle_0ddd,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_0ddd/Vid_Short_Video_Clip_Captures_hpWNUXp,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_0ddd/Vid_Short_Video_Clip_Captures_hpWNUXp.mdx,The Chair That Buckled — Platform Hardware Close-Up,The Chair That Buckled,Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_0ddd,mdx,yes,116,"Seven seconds, with instant slow-motion replay, of a folding chair buckling under a seated speaker on an American Comeback platform. Kept for what it shows about the riser and seating hardware."
Vid_15_Very_End_MdNUL81,Vid_Raw_Angle_0ddd,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_0ddd/Vid_15_Very_End_MdNUL81,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_0ddd/Vid_15_Very_End_MdNUL81.mdx,Ten Minutes to the Very End — The Full Final Q and A,Ten Minutes to the Very End,Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_0ddd,mdx,yes,190,"The longest single angle in this section: ten minutes of the UVU Q and A, a nine-minute theology debate and then the final firearms-policy question, ending on Charlie Kirk's last recorded words."
Vid_4k_60fps_South_5duWBzw,Vid_Raw_Angle_c441,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c441/Vid_4k_60fps_South_5duWBzw,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c441/Vid_4k_60fps_South_5duWBzw.mdx,"4K 60fps From the South: The Question, the Shot, the Exit",4K 60fps From the South,Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c441,mdx,yes,80,A 1:03 dual-angle 4K 60fps edit that runs from the final gang-violence question through the shot to the evacuation of Charlie Kirk into a waiting SUV.
Vid_Short_Video_Captures_Chaotic_ZpdXQwf,Vid_Raw_Angle_c441,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c441/Vid_Short_Video_Captures_Chaotic_ZpdXQwf,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c441/Vid_Short_Video_Captures_Chaotic_ZpdXQwf.mdx,"Eight Seconds From the Walkway: Zoom, Two Reports, Panic",Eight Seconds From the Walkway,Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c441,mdx,yes,80,"An 8-second student phone clip filmed from an elevated UVU walkway that zooms to the tent as a report sounds, whip-pans to the operator's own face, and catches the crowd breaking."
Vid_Short_Video_Clip_Captures_L826qJr,Vid_Raw_Angle_c441,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c441/Vid_Short_Video_Clip_Captures_L826qJr,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c441/Vid_Short_Video_Clip_Captures_L826qJr.mdx,Under the Walkway: A Wide Shot That Ends in a Blur,"Under the Walkway, Then Blur",Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c441,mdx,yes,78,"A 10-second wide shot of the UVU tent from beneath the campus walkway, holding steady through the final question until the report at about six seconds sends the camera down."
Vid_4k_Full_56bSKCp,Vid_Raw_Angle_c441,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c441/Vid_4k_Full_56bSKCp,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c441/Vid_4k_Full_56bSKCp.mdx,Unverified Entry: Sidecars Describe a Different Recording,Unverified: Sidecar Mismatch,Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c441,mdx,yes,78,A 1:12:15 file filed as the full 4K UVU capture whose stored transcript and visual description both describe an unrelated Michigan legislative committee hearing. Flagged as unverified.
Vid_Short_Video_Clip_Captures_qzHCQmC,Vid_Raw_Angle_c441,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c441/Vid_Short_Video_Clip_Captures_qzHCQmC,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c441/Vid_Short_Video_Clip_Captures_qzHCQmC.mdx,"Six Seconds, Unwatermarked: The Crowd Before the Break","Six Seconds, Unwatermarked",Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c441,mdx,yes,77,"A 6-second unwatermarked variant of a crowd-level clip at the UVU Prove Me Wrong table, catching the gang-violence exchange and the crowd's reaction from behind."
Vid_Short_Video_Clip_Captures_s4Sc3Ex,Vid_Raw_Angle_c441,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c441/Vid_Short_Video_Clip_Captures_s4Sc3Ex,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c441/Vid_Short_Video_Clip_Captures_s4Sc3Ex.mdx,"Six Seconds, Watermarked: The Crowd Flinches","Six Seconds, Watermarked",Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c441,mdx,yes,80,"The watermarked 6-second variant of the crowd-level UVU clip, running from the gang-violence answer into the report at about three seconds and the crowd's flinch."
Vid_Video_Captures_Live_Outdoor_qNoKV2w,Vid_Raw_Angle_c14d,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c14d/Vid_Video_Captures_Live_Outdoor_qNoKV2w,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c14d/Vid_Video_Captures_Live_Outdoor_qNoKV2w.mdx,Nineteen Seconds: The Question and the Roar,The Question and the Roar,Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c14d,mdx,yes,80,"A 19-second spectator clip of the final Prove Me Wrong exchange at UVU, ending on the crowd's reaction and stopping before the shot."
Vid_Short_Raw_Documentary_Style_VNHn6qz,Vid_Raw_Angle_c14d,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c14d/Vid_Short_Raw_Documentary_Style_VNHn6qz,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c14d/Vid_Short_Raw_Documentary_Style_VNHn6qz.mdx,"Thirty-Nine Seconds: Two Questions, Then the Hillside Drops","Two Questions, Hillside Drops",Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c14d,mdx,yes,86,A 39-second clip that runs from the transgender-shooters question through the gang-violence answer to a report at about 25 seconds and hundreds of people going flat on the terraced lawn.
Vid_Video_Captures_Chaotic_Scene_2GZEXPr,Vid_Raw_Angle_c14d,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c14d/Vid_Video_Captures_Chaotic_Scene_2GZEXPr,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c14d/Vid_Video_Captures_Chaotic_Scene_2GZEXPr.mdx,"The Archive Variant: Same Thirty-Nine Seconds, Second Copy","Archive Variant, Second Copy",Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c14d,mdx,yes,80,"A second 39-second copy of the same handheld clip, filed under an archive-suffixed filename, carrying the same exchange and the same report at about 25 seconds."
Vid_9_Visible_VFwmeLh,Vid_Raw_Angle_c14d,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c14d/Vid_9_Visible_VFwmeLh,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c14d/Vid_9_Visible_VFwmeLh.mdx,Camera Pointed Away: Protesters on the Balcony,Camera Pointed Away,Videos/Vid_UVU_Venue/Vid_Raw_Angle_Variants/Vid_Raw_Angle_c14d,mdx,yes,80,"A 45-second clip whose camera is aimed at counter-protesters on an elevated UVU walkway rather than at the tent, catching the final exchange on audio only before the frame breaks up."
Vid_Kirk_Rifle_Roof_iFybgaD,Vid_Raw_Shooting_4e5e,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_4e5e/Vid_Kirk_Rifle_Roof_iFybgaD,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_4e5e/Vid_Kirk_Rifle_Roof_iFybgaD.mdx,Kirk Rifle Roof: The Fox News Airing of the Roof-Descent Video,Roof Descent on Fox News,Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_4e5e,mdx,yes,151,"A 38-second phone recording of a Fox News broadcast playing the released security video of a person descending from the Losee Center roof, over a law-enforcement briefing describing palm prints and Converse shoes."
Vid_FqnNxEdIKfPXgAlj_CCtKidN,Vid_Raw_Shooting_4e5e,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_4e5e/Vid_FqnNxEdIKfPXgAlj_CCtKidN,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_4e5e/Vid_FqnNxEdIKfPXgAlj_CCtKidN.mdx,"Livestream From the Plaza: Q&A, the Shot, and 20 Minutes of Witnesses",Plaza Livestream and Witnesses,Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_4e5e,mdx,yes,199,"A 30-minute citizen livestream that runs through the theology and gun-statistics Q&A, the shot itself, and roughly twenty minutes of on-the-spot eyewitness interviews during the evacuation."
Vid_GoPro_Ring_Radiates_Upward_KFXry5h,Vid_Raw_Shooting_4e5e,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_4e5e/Vid_GoPro_Ring_Radiates_Upward_KFXry5h,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_4e5e/Vid_GoPro_Ring_Radiates_Upward_KFXry5h.mdx,"GoPro: ""Ring Radiates Upward"" - A 27-Second Wide Shot",GoPro: Ring Radiates Upward,Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_4e5e,mdx,yes,137,"A 27-second static wide shot of the UVU tent, held because of a claimed upward-radiating ring artifact that neither the transcript nor the automated description of the file records."
Vid_Full_Video_North_rNPnApF,Vid_Raw_Shooting_4e5e,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_4e5e/Vid_Full_Video_North_rNPnApF,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_4e5e/Vid_Full_Video_North_rNPnApF.mdx,Full Video From North: The Final Question and the Shot,Full Video From North,Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_4e5e,mdx,yes,141,"A 39-second view from the north side capturing the last exchange about mass-shooting statistics, the shot at about 25 seconds, and the crowd going flat on the grass."
Vid_Full_Shot_Side_o2VF4zC,Vid_Raw_Shooting_4e5e,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_4e5e/Vid_Full_Shot_Side_o2VF4zC,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_4e5e/Vid_Full_Shot_Side_o2VF4zC.mdx,Full Shot Side: The Shot and the Run to the Minivan,Full Shot Side: Run to the Van,Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_4e5e,mdx,yes,138,A 37-second side-angle capture running from the last question through the shot at about eight seconds and on to the security team moving Kirk through the underpass into a black minivan.
Vid_Rob_Hild_Shaner_Brodderick_xtQwBdj,Vid_Raw_Shooting_b200,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_b200/Vid_Rob_Hild_Shaner_Brodderick_xtQwBdj,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_b200/Vid_Rob_Hild_Shaner_Brodderick_xtQwBdj.mdx,The Phone Call That Set Out to Clear Three Named Students,The Call That Cleared Three Students,Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_b200,mdx,yes,90,An 11:52 campus walkthrough carrying the audio of a recorded phone call in which a friend of three students gives their account of the day and an independent investigator agrees to publicly clear them if the metadata checks out.
Vid_Ryan_Matta_2_2yFNVp1,Vid_Raw_Shooting_b200,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_b200/Vid_Ryan_Matta_2_2yFNVp1,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_b200/Vid_Ryan_Matta_2_2yFNVp1.mdx,Crowd Arrival Clip: A Public Figure Walking a Vehicle Line,Crowd Arrival Clip at a Tour Event,Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_b200,mdx,yes,78,This short video captures a public appearance by Donald Trump Jr. as he walks through a crowd of cheering supporters at an outdoor venue.
Vid_Ryan_Matta_1_KRScixh,Vid_Raw_Shooting_b200,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_b200/Vid_Ryan_Matta_1_KRScixh,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_b200/Vid_Ryan_Matta_1_KRScixh.mdx,"""I Turned the Camera Off Right Before the Gun Went Off""",Ryan Matta 1,Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_b200,mdx,yes,87,"A 50-second attendee TikTok filmed at the UVU tent minutes before the shot, carrying an overlay in which the filmer says they stopped recording just before it happened. The camera is covered at 0:41."
Vid_Rob_Hild_Shaner_Brodderick_cvpYPjX,Vid_Raw_Shooting_b200,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_b200/Vid_Rob_Hild_Shaner_Brodderick_cvpYPjX,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_b200/Vid_Rob_Hild_Shaner_Brodderick_cvpYPjX.mdx,"Crowd Footage from IMG_2390, With Its Metadata Attached",Crowd Footage Plus Its Metadata,Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_b200,mdx,yes,81,"This video features drone-like handheld footage of a large, energetic outdoor crowd of college students gathered for a political event on a campus plaza. The crowd is cheering, clapping, and recording with their phones around a tent marked ""The American…"
Vid_In2ThinAir_LEFT_Side_Nxvo1wv,Vid_Raw_Shooting_b200,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_b200/Vid_In2ThinAir_LEFT_Side_Nxvo1wv,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_b200/Vid_In2ThinAir_LEFT_Side_Nxvo1wv.mdx,"Nineteen Seconds of the Aftermath, Left Side of the Courtyard","Nineteen Seconds, Left Side",Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_b200,mdx,yes,85,"A 19-second phone capture from the left of the UVU courtyard immediately after the shot: the crowd flat on the terraces, an empty stage, and a protective detail moving someone toward black SUVs."
Vid_Ryan_Matta_3_dP3Mhi4,Vid_Raw_Shooting_ce59,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_ce59/Vid_Ryan_Matta_3_dP3Mhi4,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_ce59/Vid_Ryan_Matta_3_dP3Mhi4.mdx,"Sixteen Minutes Inside the Crowd, Before the Shot",16 Minutes Inside the Crowd,Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_ce59,mdx,yes,95,"A 16-minute TikTok capture from inside the UVU audience covering the Q&A before the shooting: stage layout, crowd scale, camera rigs and security positions. The footage ends before the shot."
Vid_Timing_qBFKKR8,Vid_Raw_Shooting_ce59,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_ce59/Vid_Timing_qBFKKR8,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_ce59/Vid_Timing_qBFKKR8.mdx,"Split-Screen: The Stage and the Security Feed, Synchronised",Split-Screen: Stage and Security Feed,Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_ce59,mdx,yes,91,"A 1:55 third-party edit pairing hand-held stage footage with a campus security camera, tracking a dark-clothed figure across the lawn and parking lot. A proposed synchronisation, not a verified timestamp."
Vid_Ryan_Matta_4_gUPPw9v,Vid_Raw_Shooting_ce59,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_ce59/Vid_Ryan_Matta_4_gUPPw9v,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_ce59/Vid_Ryan_Matta_4_gUPPw9v.mdx,"Relaying the SU-BTT Claim: Owens, Parker and a Failed Screen Recording",Relaying the SU-BTT Claim,Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_ce59,mdx,yes,88,A 2:31 commentary clip reading out Candace Owens's Egyptian-jet timeline and pointing to Sam Parker's search-pattern work. A relay of others' claims with no documents shown on screen.
Vid_SECURITY_TEAM_W4LpzMV,Vid_Raw_Shooting_ce59,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_ce59/Vid_SECURITY_TEAM_W4LpzMV,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_ce59/Vid_SECURITY_TEAM_W4LpzMV.mdx,'GARY 828': A Fourteen-Minute Video Essay on the Footage Record,Video Essay on the Footage Record,Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_ce59,mdx,yes,95,"An anonymous 14-minute analysis reel asking why so little clear footage exists despite multiple professional cameras, arguing against the trap-door theory, and speculating about people in frame. Speculation reported, not adopted."
Vid_Tim_Ballard_Lone_Wolf_XMFAiLS,Vid_Raw_Shooting_ce59,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_ce59/Vid_Tim_Ballard_Lone_Wolf_XMFAiLS,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_ce59/Vid_Tim_Ballard_Lone_Wolf_XMFAiLS.mdx,Tim Ballard at the Garden Tomb: 'It Was Not a Lone Shooter',Ballard: 'Not a Lone Shooter',Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_ce59,mdx,yes,87,"A 24-second social clip in which Tim Ballard, filmed at the Garden Tomb in Jerusalem, tells viewers not to believe the official account. A statement of conviction with no evidence offered."
Vid_Video_3_NEjkTe8,Vid_Raw_Shooting_ce59,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_ce59/Vid_Video_3_NEjkTe8,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_ce59/Vid_Video_3_NEjkTe8.mdx,Filming When the Shot Was Fired: The Plaza From Above,Filming When the Shot Was Fired,Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_ce59,mdx,yes,93,"A continuous 59-second elevated capture of the UVU plaza that begins twelve seconds before the shot and keeps running, with the camera operator's contemporaneous 'one shot' remark on the audio track."
Vid_XBHHgwl_EZFACOKB_ptfhcUv,Vid_Raw_Shooting_860c,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_860c/Vid_XBHHgwl_EZFACOKB_ptfhcUv,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_860c/Vid_XBHHgwl_EZFACOKB_ptfhcUv.mdx,"The Last Four Minutes, Uncut","The Last Four Minutes, Uncut",Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_860c,mdx,yes,99,"Four continuous minutes of the UVU Q&A running from an exchange on the resurrection through the final question about mass shooters, ending on the word that lands just before the event stops."
Vid_MvCUbhcVsUi8L9G_YPH91X5,Vid_Raw_Shooting_860c,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_860c/Vid_MvCUbhcVsUi8L9G_YPH91X5,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_860c/Vid_MvCUbhcVsUi8L9G_YPH91X5.mdx,Surveillance Clip of a Figure Carrying a Long Object,Surveillance: Figure With Object,Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_860c,mdx,yes,83,"A silent 54-second surveillance compilation, stamped 9/10/2025 12:23:35 PM and carrying an FBI channel logo, following a figure in dark clothing across a UVU lawn."
Vid_LwvUJMASIMHL_Eqs_Rj2CdXm,Vid_Raw_Shooting_860c,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_860c/Vid_LwvUJMASIMHL_Eqs_Rj2CdXm,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_860c/Vid_LwvUJMASIMHL_Eqs_Rj2CdXm.mdx,Six Seconds From Inside the Building,Six Seconds From Inside,Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_860c,mdx,yes,81,"A six-second pan through a glass wall above the UVU courtyard, showing the size of the crowd and a staffed table set up inside the building overlooking it."
Vid_DguzChVxdJ3Fq5m2_mqMvtwW,Vid_Raw_Shooting_860c,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_860c/Vid_DguzChVxdJ3Fq5m2_mqMvtwW,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_860c/Vid_DguzChVxdJ3Fq5m2_mqMvtwW.mdx,Multi-Angle Grid of the Final Question,"Multi-Angle Grid, Final Question",Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_860c,mdx,yes,82,"A 160-second multi-panel edit holding a fixed stage shot on top while a grid of crowd and crew angles cycles below, carrying the audio of the last question at the microphone."
Vid_Watch_1twD3mo,Vid_Raw_Shooting_860c,6,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_860c/Vid_Watch_1twD3mo,site/docs/Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_860c/Vid_Watch_1twD3mo.mdx,"The Plaza Empties: One Pop, Then Panic",The Plaza Empties,Videos/Vid_UVU_Venue/Vid_Raw_Shooting_Footage/Vid_Raw_Shooting_860c,mdx,yes,92,"A 59-second handheld pan across the packed UVU plaza that catches the sound at about 0:11 and then tracks the crowd scattering, with bystanders on the audio saying one shot was fired."
Vid_Running1_nCFPcKn,Vid_Roof_Runner_Clips,5,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Roof_Runner_Clips/Vid_Running1_nCFPcKn,site/docs/Videos/Vid_UVU_Venue/Vid_Roof_Runner_Clips/Vid_Running1_nCFPcKn.mdx,The Crowd Scatters Across the UVU Plaza (running1),"Crowd scatters, UVU plaza",Videos/Vid_UVU_Venue/Vid_Roof_Runner_Clips,mdx,yes,80,"An 11-second anonymous phone capture, shot from above, of the crowd breaking and running across the UVU plaza. No speech is audible. One of two running clips held in the investigation archive."
Vid_Roofshooter2_wWrqZub,Vid_Roof_Runner_Clips,5,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Roof_Runner_Clips/Vid_Roofshooter2_wWrqZub,site/docs/Videos/Vid_UVU_Venue/Vid_Roof_Runner_Clips/Vid_Roofshooter2_wWrqZub.mdx,"View From Inside, Looking Out at the Crowd (roofshooter2)",Inside looking out at the crowd,Videos/Vid_UVU_Venue/Vid_Roof_Runner_Clips,mdx,yes,79,"A six-second pan filmed through an interior window at UVU, showing the seated crowd on the grass slope and an indoor information table. Filed under the roof clips, but no rooftop figure is visible in frame."
Vid_Running2_KCB67Lb,Vid_Roof_Runner_Clips,5,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Roof_Runner_Clips/Vid_Running2_KCB67Lb,site/docs/Videos/Vid_UVU_Venue/Vid_Roof_Runner_Clips/Vid_Running2_KCB67Lb.mdx,"It's a Gunshot, I Think — The Crowd Breaks (running2)","It's a gunshot, I think",Videos/Vid_UVU_Venue/Vid_Roof_Runner_Clips,mdx,yes,89,"An 11-second phone capture from above the UVU courtyard as the crowd scatters. A bystander says on tape, Bro. It's a gunshot, I think — a rare recording of the moment being identified in real time."
Vid_Roofshooter3_Ia_zjRsfyL,Vid_Roof_Runner_Clips,5,Videos,Videos,video,/Videos/Vid_UVU_Venue/Vid_Roof_Runner_Clips/Vid_Roofshooter3_Ia_zjRsfyL,site/docs/Videos/Vid_UVU_Venue/Vid_Roof_Runner_Clips/Vid_Roofshooter3_Ia_zjRsfyL.mdx,"Campus Surveillance Composite, 9/10/2025 (roofshooter3.ia)","Surveillance composite, 9/10/25",Videos/Vid_UVU_Venue/Vid_Roof_Runner_Clips,mdx,yes,91,"A silent 1:40 composite of UVU security camera angles dated 9/10/2025, cutting between feeds to follow a figure in dark clothing across lawn, lot and roadway. An archive copy of the roofshooter3 clip."
